F4:B8:5E:C4:56:22,-78,2015,12,21,14,15,11
F4:B8:5E:C4:56:22,-65,2015,12,21,14,20,18
F4:B8:5E:C4:56:22,-65,2015,12,21,14,20,28
F4:B8:5E:C4:56:22,-68,2015,12,21,14,20,38
F4:B8:5E:C4:56:22,-68,2015,12,21,14,20,49
F4:B8:5E:C4:56:22,-68,2015,12,21,14,20,59
F4:B8:5E:C4:56:22,-65,2015,12,21,14,21,10
F4:B8:5E:C4:56:22,-65,2015,12,21,14,21,20
F4:B8:5E:C4:56:22,-68,2015,12,21,14,21,51
F4:B8:5E:C4:56:22,-65,2015,12,21,14,22,1
F4:B8:5E:C4:56:22,-68,2015,12,21,14,22,11
F4:B8:5E:C4:56:22,-68,2015,12,21,14,22,21
F4:B8:5E:C4:56:22,-65,2015,12,21,14,22,32
F4:B8:5E:C4:56:22,-68,2015,12,21,14,22,42
F4:B8:5E:C4:56:22,-65,2015,12,21,14,22,52
F4:B8:5E:C4:56:22,-65,2015,12,21,14,23,2
F4:B8:5E:C4:56:22,-68,2015,12,21,14,23,12
F4:B8:5E:C4:56:22,-62,2015,12,21,14,23,22
F4:B8:5E:C4:56:22,-65,2015,12,21,14,23,33
F4:B8:5E:C4:56:22,-65,2015,12,21,14,23,43
F4:B8:5E:C4:56:22,-68,2015,12,21,14,23,54
F4:B8:5E:C4:56:22,-65,2015,12,21,14,24,4
F4:B8:5E:C4:56:22,-68,2015,12,21,14,24,14
F4:B8:5E:C4:56:22,-65,2015,12,21,14,24,24
F4:B8:5E:C4:56:22,-59,2015,12,21,14,24,34
F4:B8:5E:C4:56:22,-65,2015,12,21,14,24,44
F4:B8:5E:C4:56:22,-65,2015,12,21,14,24,54
F4:B8:5E:C4:56:22,-68,2015,12,21,14,25,4
F4:B8:5E:C4:56:22,-68,2015,12,21,14,25,14
F4:B8:5E:C4:56:22,-65,2015,12,21,14,25,24
F4:B8:5E:C4:56:22,-68,2015,12,21,14,25,35
F4:B8:5E:C4:56:22,-68,2015,12,21,14,25,46
F4:B8:5E:C4:56:22,-66,2015,12,21,14,25,56
F4:B8:5E:C4:56:22,-65,2015,12,21,14,26,6
F4:B8:5E:C4:56:22,-77,2015,12,21,14,26,16
F4:B8:5E:C4:56:22,-73,2015,12,21,14,26,26
F4:B8:5E:C4:56:22,-66,2015,12,21,14,26,36
F4:B8:5E:C4:56:22,-83,2015,12,21,14,26,46
F4:B8:5E:C4:56:22,-81,2015,12,21,14,26,56
F4:B8:5E:C4:56:22,-70,2015,12,21,14,27,7
F4:B8:5E:C4:56:22,-77,2015,12,21,14,27,17
F4:B8:5E:C4:56:22,-69,2015,12,21,14,27,28
F4:B8:5E:C4:56:22,-89,2015,12,21,14,39,1
F4:B8:5E:C4:56:22,-90,2015,12,21,14,39,12
68:9E:19:11:A6:DB,-83,2015,12,21,14,40,6
68:9E:19:11:A6:DB,-78,2015,12,21,14,40,16
F4:B8:5E:C4:56:22,-89,2015,12,21,14,40,26
68:9E:19:11:A6:DB,-76,2015,12,21,14,40,26
F4:B8:5E:C4:56:22,-84,2015,12,21,14,40,36
68:9E:19:11:A6:DB,-68,2015,12,21,14,40,36
F4:B8:5E:C4:56:22,-68,2015,12,21,14,40,46
68:9E:19:11:A6:DB,-70,2015,12,21,14,40,46
68:9E:19:11:A6:DB,-81,2015,12,21,14,40,56
68:9E:19:11:A6:DB,-68,2015,12,21,14,41,6
F4:B8:5E:C4:56:22,-78,2015,12,21,14,41,36
F4:B8:5E:C4:56:22,-75,2015,12,21,14,41,47
F4:B8:5E:C4:56:22,-68,2015,12,21,14,41,57
68:9E:19:11:A6:DB,-64,2015,12,21,14,41,57
68:9E:19:11:A6:DB,-69,2015,12,21,14,42,7
68:9E:19:11:A6:DB,-69,2015,12,21,14,42,17
68:9E:19:11:A6:DB,-73,2015,12,21,14,42,28
68:9E:19:11:A6:DB,-68,2015,12,21,14,42,38
68:9E:19:11:A6:DB,-71,2015,12,21,14,42,49
68:9E:19:11:A6:DB,-65,2015,12,21,14,42,59
68:9E:19:11:A6:DB,-71,2015,12,21,14,43,9
68:9E:19:11:A6:DB,-76,2015,12,21,14,43,19
68:9E:19:11:A6:DB,-71,2015,12,21,14,43,29
68:9E:19:11:A6:DB,-65,2015,12,21,14,43,39
68:9E:19:11:A6:DB,-72,2015,12,21,14,43,49
68:9E:19:11:A6:DB,-66,2015,12,21,14,43,59
68:9E:19:11:A6:DB,-72,2015,12,21,14,44,9
68:9E:19:11:A6:DB,-68,2015,12,21,14,44,20
68:9E:19:11:A6:DB,-65,2015,12,21,14,44,31
68:9E:19:11:A6:DB,-72,2015,12,21,14,44,42
68:9E:19:11:A6:DB,-71,2015,12,21,14,44,53
68:9E:19:11:A6:DB,-72,2015,12,21,14,45,4
68:9E:19:11:A6:DB,-71,2015,12,21,14,45,15
68:9E:19:11:A6:DB,-65,2015,12,21,14,45,26
68:9E:19:11:A6:DB,-68,2015,12,21,14,45,36
68:9E:19:11:A6:DB,-72,2015,12,21,14,45,47
68:9E:19:11:A6:DB,-65,2015,12,21,14,45,58
68:9E:19:11:A6:DB,-65,2015,12,21,14,46,8
68:9E:19:11:A6:DB,-70,2015,12,21,14,46,18
68:9E:19:11:A6:DB,-70,2015,12,21,14,46,28
68:9E:19:11:A6:DB,-73,2015,12,21,14,46,38
68:9E:19:11:A6:DB,-71,2015,12,21,14,46,48
68:9E:19:11:A6:DB,-69,2015,12,21,14,46,59
68:9E:19:11:A6:DB,-70,2015,12,21,14,47,9
68:9E:19:11:A6:DB,-87,2015,12,21,14,47,19
68:9E:19:11:A6:DB,-92,2015,12,21,14,47,30
68:9E:19:11:A6:DB,-95,2015,12,21,14,47,40
68:9E:19:11:A6:DB,-93,2015,12,21,14,48,0
68:9E:19:11:A6:DB,-89,2015,12,21,14,48,10
68:9E:19:11:A6:DB,-92,2015,12,21,14,48,30
68:9E:19:11:A6:DB,-91,2015,12,21,14,48,40
68:9E:19:11:A6:DB,-93,2015,12,21,14,48,51
68:9E:19:11:A6:DB,-87,2015,12,21,14,49,1
68:9E:19:11:A6:DB,-94,2015,12,21,14,49,11
68:9E:19:11:A6:DB,-94,2015,12,21,14,49,21
68:9E:19:11:A6:DB,-88,2015,12,21,14,49,41
68:9E:19:11:A6:DB,-88,2015,12,21,14,49,51
68:9E:19:11:A6:DB,-90,2015,12,21,14,50,1
68:9E:19:11:A6:DB,-92,2015,12,21,14,50,11
68:9E:19:11:A6:DB,-91,2015,12,21,14,50,21
68:9E:19:11:A6:DB,-94,2015,12,21,14,50,32
68:9E:19:11:A6:DB,-90,2015,12,21,14,50,43
68:9E:19:11:A6:DB,-90,2015,12,21,14,50,54
68:9E:19:11:A6:DB,-89,2015,12,21,14,51,4
68:9E:19:11:A6:DB,-95,2015,12,21,14,51,15
68:9E:19:11:A6:DB,-80,2015,12,21,14,51,36
68:9E:19:11:A6:DB,-86,2015,12,21,14,53,28
68:9E:19:11:A6:DB,-78,2015,12,21,14,53,39
68:9E:19:11:A6:DB,-80,2015,12,21,14,53,49
68:9E:19:11:A6:DB,-74,2015,12,21,14,53,59
68:9E:19:11:A6:DB,-88,2015,12,21,14,54,9
68:9E:19:11:A6:DB,-78,2015,12,21,14,54,20
F4:B8:5E:C4:56:22,-84,2015,12,21,14,54,31
68:9E:19:11:A6:DB,-90,2015,12,21,14,54,31
F4:B8:5E:C4:56:22,-85,2015,12,21,14,54,42
68:9E:19:11:A6:DB,-80,2015,12,21,14,54,42
68:9E:19:11:A6:DB,-94,2015,12,21,14,55,13
68:9E:19:11:A6:DB,-90,2015,12,21,14,55,23
F4:B8:5E:C4:56:22,-88,2015,12,21,14,55,33
68:9E:19:11:A6:DB,-79,2015,12,21,14,55,33
F4:B8:5E:C4:56:22,-93,2015,12,21,14,55,44
68:9E:19:11:A6:DB,-90,2015,12,21,14,55,44
F4:B8:5E:C4:56:22,-94,2015,12,21,14,56,15
F4:B8:5E:C4:56:22,-83,2015,12,21,14,57,40
68:9E:19:11:A6:DB,-85,2015,12,21,14,57,40
F4:B8:5E:C4:56:22,-89,2015,12,21,14,57,51
68:9E:19:11:A6:DB,-79,2015,12,21,14,57,51
F4:B8:5E:C4:56:22,-81,2015,12,21,14,58,2
68:9E:19:11:A6:DB,-93,2015,12,21,14,58,2
F4:B8:5E:C4:56:22,-84,2015,12,21,14,58,12
